Seed,config_id,episodio_idx,Tipo,Omissao,TTDef
42,baseline_hybrid,99,Progressive,False,0.0
42,baseline_hybrid,100,Abrupt,False,0.0
42,baseline_hybrid,101,Progressive,False,0.0
42,baseline_hybrid,102,Abrupt,False,0.625
42,baseline_hybrid,103,Abrupt,False,0.1042
42,baseline_hybrid,104,Abrupt,False,0.0
42,baseline_hybrid,105,Abrupt,False,0.0
42,baseline_hybrid,106,Progressive,False,0.0
42,baseline_hybrid,107,Abrupt,False,0.0
42,baseline_hybrid,108,Abrupt,False,0.0
42,baseline_hybrid,109,Abrupt,False,0.1042
42,baseline_hybrid,110,Progressive,False,0.0
42,baseline_hybrid,111,Abrupt,False,0.0
42,baseline_hybrid,112,Progressive,False,0.0
42,baseline_hybrid,113,Abrupt,False,0.1042
42,baseline_hybrid,114,Progressive,False,0.1042
42,baseline_hybrid,115,Progressive,False,0.0
42,baseline_hybrid,116,Abrupt,False,0.1042
42,baseline_hybrid,117,Progressive,False,0.0
42,baseline_hybrid,118,Abrupt,False,0.0
42,baseline_hybrid,119,Progressive,False,0.0
42,aftkd_fixed,0,Abrupt,False,0.0
42,aftkd_fixed,1,Abrupt,False,0.0
42,aftkd_fixed,2,Progressive,False,0.0
42,aftkd_fixed,3,Progressive,False,0.0
42,aftkd_fixed,4,Abrupt,False,0.0
42,aftkd_fixed,5,Progressive,False,0.0
42,aftkd_fixed,6,Progressive,False,0.0
42,aftkd_fixed,7,Abrupt,False,0.0
42,aftkd_fixed,8,Abrupt,False,0.0
42,aftkd_fixed,9,Abrupt,False,0.0
42,aftkd_fixed,10,Progressive,False,0.0
42,aftkd_fixed,11,Abrupt,False,0.0
42,aftkd_fixed,12,Abrupt,False,0.0
42,aftkd_fixed,13,Progressive,False,0.0
42,aftkd_fixed,14,Progressive,False,0.1042
42,aftkd_fixed,15,Progressive,False,0.0
42,aftkd_fixed,16,Progressive,False,0.0
42,aftkd_fixed,17,Progressive,False,0.0
42,aftkd_fixed,18,Progressive,False,0.0
